Feature,Relevance_to_Target,Max_Redundancy_Score,Mean_Redundancy_Score,Stability_Score,Composite_Score
google_index,1.0,0.7462350598353769,0.04973780845335235,1.0,1.2537649401646231
nb_or,0.0,0.0,0.0,1.0,1.0
ratio_intErrors,0.0,0.0,0.0,1.0,1.0
submit_email,0.0,0.0,0.0,1.0,1.0
ratio_intRedirection,0.0,0.0,0.0,1.0,1.0
sfh,0.0,0.0,0.0,1.0,1.0
ratio_nullHyperlinks,0.0,0.0,0.0,1.0,1.0
hash_1064,0.0002283014050517326,0.13860154389958912,0.0044349176482954165,1.0,0.8616267575054626
hash_21654,0.00015449027070182428,0.1444480524756228,0.002907018422747374,1.0,0.8557064377950789
hash_24375,0.00036358525270957097,0.1471637798769633,0.00556259751857407,1.0,0.8531998053757462
hash_16903,4.7490728988278184e-05,0.1480128408850558,0.004824160214922242,1.0,0.8520346498439324
hash_23827,8.432392037075378e-05,0.14951321959751435,0.0027581861041579025,1.0,0.8505711043228563
hash_14755,0.000473034026509737,0.1509278430208357,0.00377876820790943,1.0,0.849545191005674
hash_22945,0.00028662127768752844,0.15129061512695025,0.004073627990951072,1.0,0.8489960061507373
hash_10413,0.00027673130146321334,0.15131507093206123,0.0032682817558782346,1.0,0.8489616603694019
hash_19111,0.0003226640646792556,0.15136522397558133,0.002887014641365822,1.0,0.8489574400890978
hash_27032,0.0009669001460824876,0.15291446617077104,0.006197439522643059,1.0,0.8480524339753115
hash_32530,0.0009300529199079222,0.15371439382259247,0.005145729388655066,1.0,0.8472156590973154
hash_15301,7.363631622725674e-05,0.15303524703170562,0.005863199067519782,1.0,0.8470383892845217
popup_window,0.002961923336415983,0.15633115879140755,0.0043887972251673,1.0,0.8466307645450084
hash_18224,5.962315123755277e-05,0.15382999194290412,0.0029796016586838337,1.0,0.8462296312083334
hash_5874,0.0008338043242624882,0.1546241353858535,0.0045602101256385676,1.0,0.8462096689384089
hash_31563,8.01874893575049e-05,0.1540230938428643,0.0033889001438777103,1.0,0.8460570936464932
hash_31187,0.0008727125878370203,0.15594018120072412,0.004232510481490814,1.0,0.8449325313871128
hash_24765,0.0005913657749241971,0.15584899076617278,0.0037238925997932952,1.0,0.8447423750087514
hash_32497,0.0006913914108115067,0.1563690261451995,0.00345817507580702,1.0,0.844322365265612
hash_37,1.024898193463999e-06,0.15578335651854072,0.0029246204961330237,1.0,0.8442176683796527
hash_19510,0.0002056777123224502,0.1560771628396898,0.004167292674216373,1.0,0.8441285148726327
hash_9288,0.0004994722487481595,0.1567138969082547,0.004999207035956664,1.0,0.8437855753404935
hash_4270,0.0004312608875141236,0.1569470662270357,0.003526092161429105,1.0,0.8434841946604784
hash_24618,0.00012075804924309598,0.15708789063867115,0.0031845123331078495,1.0,0.8430328674105719
hash_20750,0.00023785167844515785,0.15740102191954675,0.002973455008037032,1.0,0.8428368297588984
hash_5804,0.0009170710863918382,0.15812197933379896,0.004887775123182956,1.0,0.842795091752593
hash_24710,0.0004702356125254336,0.15783172387869182,0.004542852980720698,1.0,0.8426385117338336
hash_27540,0.00019767781582592838,0.15761315481225668,0.004102577520534691,1.0,0.8425845230035692
hash_2109,9.373404721144135e-05,0.15754539603123796,0.003973263989277982,1.0,0.8425483380159734
hash_20605,0.00044828299669478876,0.15836200970696182,0.004142476588467429,1.0,0.842086273289733
hash_4594,0.00029979909189766884,0.15823913117605323,0.003438909470566753,1.0,0.8420606679158443
hash_17621,0.0001010762914777106,0.1582687108541974,0.002985953180509684,1.0,0.8418323654372803
hash_25708,0.0005833485829610355,0.1589743849784284,0.004789140494254783,1.0,0.8416089636045325
hash_11134,0.0002624722202754565,0.15887574927629425,0.0034209261671177063,1.0,0.8413867229439813
hash_17922,0.0010540923294899405,0.15967602376818052,0.003273481820578389,1.0,0.8413780685613095
hash_7053,4.726782090095234e-05,0.1591135699064989,0.004320432259069642,1.0,0.840933697914402
hash_7099,0.00015592230713101958,0.15977343123156226,0.0033638099578199637,1.0,0.8403824910755687
hash_3264,4.362716305877952e-05,0.15983624556213935,0.004093615577987536,1.0,0.8402073816009195
hash_16749,0.00023233491932554226,0.1600269317514244,0.00391555474455637,1.0,0.8402054031679012
hash_5625,0.00023323651088718014,0.1601331108770889,0.003069111097233319,1.0,0.8401001256337983
hash_4556,0.00011730826740850407,0.1600275921955506,0.003554894834843779,1.0,0.8400897160718578
hash_21566,0.0006836582763244556,0.1608329498832931,0.0037040689998817915,1.0,0.8398507083930314
hash_11714,0.00020679587382995286,0.16037888302637088,0.0024063735969255752,1.0,0.8398279128474591
hash_32070,0.000249597205340194,0.16049057137658104,0.0025145565924623785,1.0,0.8397590258287592
hash_4280,6.580603855690828e-05,0.16056875402881057,0.002965652604256896,1.0,0.8394970520097464
hash_13727,0.00026318316565409103,0.1609669889116332,0.0046258236584868105,1.0,0.8392961942540209
hash_16529,0.00021127999511225744,0.16110110294078678,0.0038767843816515397,1.0,0.8391101770543254
hash_12220,0.001597218731870761,0.16286225828880907,0.0069107444540837054,1.0,0.8387349604430616
hash_580,0.00040673711685518845,0.1617923191600638,0.004719564737935271,1.0,0.8386144179567914
hash_786,0.00010960013706971759,0.16165289739669914,0.002822797272850469,1.0,0.8384567027403707
hash_10095,0.00024354631137516383,0.1619605713422727,0.0028497892688794323,1.0,0.8382829749691025
hash_4492,5.4447091543627546e-05,0.16194837575102358,0.0033933669364498748,1.0,0.83810607134052
hash_3605,0.0007080660259094199,0.16262251687783041,0.004979332893460531,1.0,0.838085549148079
hash_17783,0.0005871037938371471,0.16255955948146253,0.0038815882525752745,1.0,0.8380275443123747
hash_25357,0.000418488018008678,0.16264566865579247,0.0049804685803463275,1.0,0.8377728193622163
hash_17129,0.00020395776903451085,0.1625590764435587,0.003153554893820795,1.0,0.8376448813254758
hash_23745,0.00011019408089839708,0.1626723667759835,0.004227241669116251,1.0,0.8374378273049148
